additional_info,amenities,description,highlight_value,hotel_star_rating,image_count,internet,landmark,latitude,longitude,occupancy,property_type,room_price,room_types,service_value
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? The hotel has rooms that are either facing the lake or the garden. They are predominantly made of bamboos that add an ethnic touch to most of the rooms. Complimentary breakfast and free wifi is provided along with basic amenities like 24-hour room service, front desk, car parking and tours. A hotel that is specifically designed for relaxation, it has an Ayurvedic spa, fitness centre, and garden for children. The hotel also offers a business centre and meeting room called Vedhi, which is built according to Kerala architectural style. Tourists can explore Kumarakom Bird Sanctuary, which is 7.3 km from the hotel. The Chingavanam Railway station is about 20 km away.Why should you stay here? Outlined by Vembanad lake, this hotel is a perfect spot for rejuvenation taking you away from hustle and bustle of city.",,,9.0,,,9.5765448,76.42214200000001,2 Adults 2 Kids,Resort,4650per night incl. tax,Garden View Cottage,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Newspaper|Card Payment|Parking|AC,,,,,,,22.7230282,71.6528778,1 Adult 1 Kid,Hotel,679per night incl. tax,Single Non-A/C Rooms,Not Verified
Response Time:< 6 hours|Acceptance Rate:0 percent,Newspaper|AC,"What should you know? The Swastika Guest House is an accommodation facility that has in-room amenities like attached bathrooms with showers, television, wireless internet access, wardrobe, work desk, tea/coffee maker, minibar, and multi line telephone. The general amenities include room service, doctor-on-call, travel desk, and laundry service. This hotel is located near business and pilgrimage centers. Ram Kund, Lakshmi Kund, and Mahatma Gandhi Kashi Vidyapeeth are all within a short distance from the hotel. The Railway Station is 4 km away and Lal Bahadur Shastri International Airport is around 28 km away.Why should you stay here?",,,28.0,,,25.3088093,83.0074921,1 Adult 1 Kid,Hotel,836per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,What should you know?Why should you stay here? The hotel provides world class service and good accommodation for the guests at affordable prices.,,,38.0,,,25.6108513,85.1203537,2 Adults 2 Kids,Hotel,800per night incl. tax,Economy AC,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,,,,,80.0,,,25.611076399999998,85.14284520000001,1 Adult 2 Kids,Hotel,3570per night incl. tax,Deluxe Single Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? This 4-star hotel is located 350m from Mukkam Bus Stand, 31 km from Kozhikode Railway Station, and 28 km from Calicut International Airport. It comprises of 16 well-appointed rooms that are equipped all basic amenities. The hotel also houses an array of restaurants including Puzhayoram-a multi-cuisine family restaurant, Nila-a specialty restaurant, and Le Café-the coffee shop. Other facilities available at the hotel include conferencing facility, banquet halls, and Wi-Fi connectivity.Why should you stay here? The 4-star full-service hotel comes with all modern amenities. The hotel is best suited for mid to high range budget travellers looking for contemporary accommodation in Mukkam.",,,14.0,,,11.318824800000002,75.9973068,1 Adult 1 Kid,Hotel,2245per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Free Breakfast,"Anjevel Agro Tourism is an agritourism destination spread over 12 acres. 4 clean rooms with attached toilets and with seperate all for indoor activities. Pollution free, surrounded by mountains, close to Hilton shilim 5 star hotel, surrounded by various trekking attractions. We prefer those who love nature, bird watching and village life.Local Maharashtrian homely food is available. Best place for those people who love:Nature, Camping, Trekking, School college trips, bird watching.",,,12.0,,,18.624338199999997,73.46077729999999,2 Adults 2 Kids,Hotel,1889per night incl. tax,Double Non-A/C Rooms,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? Located in the heart of the city, Asma Tower Hotel is a 3 star accommodation facility that was established in 1990. The hotel houses 57 rooms, which are categorized into standard, executive, superior, and suite rooms. All the room are laced with common amenities like running hot and cold water, TV, direct dialing telephone facility, safe deposit locker, Wi-Fi. The hotel provides a host of other services like complimentary breakfast, business centre with internet access, gymnasium, health club, wifi, 24-hour room service, housekeeping, front desk, 24 hour check-in/check-out, and and free parking. Why should you stay here? Asma Tower Hotel shares proximity to Calicut Railway Station and Calicut Beach. It also offers a host of amenities under one roof, adding to the convenience of the guests.",,,6.0,,,11.259051300000001,75.7888489,1 Adult 2 Kids,Hotel,2924per night incl. tax,Standard Single,Not Verified
Response Time:< 6 hours|Acceptance Rate:0 percent,Newspaper|AC,"What should you know? The Residency is situated at Anand Tower, Lalitpur. The rooms in this hotel come with in-room several basic amenities like air-conditioning, attached bathroom, wardrobe, and a cable television. It also provides facilities like a front desk, ample car parking, power backup, security, and doctor-on-call. Guests staying here may relish their meals at surrounding eateries.Why should you stay here? The hotel provides good accommodation with modern amenities that is apt for business travellers, family vacationers, and leisure trips.",,,,,,24.7016869,78.4209595,2 Adults 2 Kids,Hotel,945per night incl. tax,Standard A/c Double,Not Verified
Response Time:< 6 hours|Acceptance Rate:0 percent,Pickup & Drop|Elevator|Parking|AC,,,,16.0,,,10.7531004,78.6893234,2 Adults 2 Kids,Apartment,1250per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? This hotel has 43 rooms in total spread across 2 floors. The rooms are categorised into AC, non-AC, and Suite rooms. Amenities available at each room here are an attached bathroom with running hot/cold water, bottle opener, desk, handicap accessible rooms, iron/ironing board, multi-line phone, rollaway bed, tea/coffee maker, television, telephone, and wake-up calls. Shopping on site, safe-deposit box, room service, parking, restaurant, laundry service, medical service, currency exchange, and full service health spa are the other facilities available for the guests.Why should you stay here? This property is close to Calicut Beach, Tali Temple, Ettumanoor Shiva Temple, and Kappad Beach, which makes it convenient for guests to stay here and travel.",,,3.0,,,11.247454600000001,75.7989807,2 Adults 2 Kids,Hotel,1000per night incl. tax,Double Non AC,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Pickup & Drop|Parking|AC,"What should you know? Situated in proximity to the railway station, this property is centrally located in Rajahmundry. There are 52 rooms in this property that are spread across 3 floors. Several amenities can be found in each room, such as a colour television, internet access, writing desk, attached bath, and round-the-clock availability of hot and cold water. Some of the other hotel facilities are a travel desk, car parking, front desk, laundry service, room service, and medical assistance.Why should you stay here? Guests from the hotel can explore various local attractions in the city, such as Markandeya Temple and Godavari Bridge.",,,8.0,,,16.9971046,81.77507779999999,2 Adults 2 Kids,Hotel,800per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Swimming Pool|Card Payment|Parking|AC,"What should you know? This establishment is situated on GT Road. There are 22 rooms in the hotel that come with amenities like room service, air-conditioning, attached bathroom, hairdryer, tea/coffee maker, in-room safe, and a cable television. It also provides facilities like a front desk, valet parking, banquet facility, internet access, and laundry service. The property has an in-house multi-cuisine restaurant where guests can relish vegetarian authentic Punjabi food.Why should you stay here? The hotel is conveniently located on the main road, offers unique traditional village ambience, and also provides comfortable accommodation with modern amenities, which makes it apt for family vacationers, leisure travellers, and stopover guests.",,,74.0,,,29.756143599999998,76.9689865,2 Adults 2 Kids,Hotel,3114per night incl. tax,Executive Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Card Payment|Parking|AC,"What should you know? The hotel offers rooms that are categorised as Club 7 Deluxe Suite, Club 7 Suite, Deluxe Superior Rooms, Deluxe Rooms, and Executive Rooms. The rooms are fitted with amenities like newspapers, electric kettle, attached bathroom with shower and toiletries, LED television, air-conditioning, intercom, wifi, and complimentary breakfast. The hotel has a multi-cuisine restaurant, lounge bar, and banquet facilities. Other facilities offered are luggage storage, valet car parking, shopping mall, beauty parlour, doctor-on-call, room service, front desk, tour desk, ironing, and laundry/dry cleaning. Thiruvalla Railway Station in 1.3 km from the property and Cochin International Airport is 117 km away from it.Why should you stay here? Some attractions guests can visit are Sree Vallabha Temple, Aranmula, Courtallam, River Pampa, Thekkady, Gavi, Vembanad, Konni Elephant Camp, Thekekudi Cave Temple, and Padayani Folk Dance.",,,,,,9.3853416,76.57487490000001,2 Adults 2 Kids,Hotel,1718per night incl. tax,Executive Single A/c,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"Filled with love, joy and harmonious heritage well defines Homestay. Adorned and enveloped with luxurious garden our guests can relax and take little stroll here. In our heritage spread country wooden furnitures and artifacts add up lot of ethnic values to any home. Considering this we have replete our room with teak wood poster beds, wardrobe, doors, windows, seating chairs and handmade wall hangings. Since Im with exports business I have incorporated my own designs from the manufacturing house from curtains, cushions, linens in silk and cotton based on the climate. We proffer best of amenities including transport facility, car parking, WiFi, newspaper, vegetarian cuisines, and much more based on your request. Our stay is exclusively an ethnic space and we hope you like our set up and love to hear your feedbacks.",,,0.0,,,25.3114262,82.9949036,2 Adults 2 Kids,Homestay,2778per night incl. tax,Deluxe Double,Verified
